# Total column ozone and ozone profiles measured at Maitri, Antarctica.
# Station: Maitri (WOUDC station 400, GAW ID MTR), 70.45 S, 11.45 E, 330 m.
# Measured by: India Meteorological Department (IMD).
# Station operated by: National Centre for Polar and Ocean Research (NCPOR).
# Archived by: WMO Global Atmosphere Watch / World Ozone and Ultraviolet
#   Radiation Data Centre (WOUDC), https://woudc.org
# Retrieved from the WOUDC data registry API, https://api.woudc.org
# Free and unrestricted for scientific, educational and policy use, on the
# condition that the contributing agency (IMD) and the WOUDC are credited.
# Republished unmodified by NCPOR as part of the Indian Antarctic archive.
# Balloon-borne ozonesonde profiles. One row per measured level.
# Ozone partial pressure in millipascals; pressure in hectopascals.
flight_date_utc,level_index,pressure_hpa,temperature_c,o3_partial_pressure_mpa,flight_total_o3_du,correction_factor
1995-10-08,50,30,-90,0.7,,0
1995-10-08,51,29,-88,0.9,,0
1995-10-08,52,24.5,-86,1.8,,0
1995-10-08,53,21,-83,2.8,,0
1995-10-08,54,20,-82,3.2,,0
1995-10-08,55,19.4,-82,3.5,,0
1995-10-08,56,13.8,-74,5.4,,0
1995-10-08,57,12,-68,5.3,,0
1995-10-08,58,10,-65,4.2,,0
1995-10-08,59,9.3,-65,3.7,,0
1995-10-08,60,7.5,-62,3.1,,0
1995-10-08,61,7,-59,3.3,,0
1995-10-08,62,6.1,-55,3.4,,0
1995-10-08,63,5.5,-54,2.8,,0
1995-10-11,1,978,-15,2.3,,0
1995-10-11,2,930,-19,2.4,,0
1995-10-11,3,900,-21,2.2,,0
1995-10-11,4,844,-25,2.4,,0
1995-10-11,5,822,-26,2.2,,0
1995-10-11,6,810,-27,2.3,,0
1995-10-11,7,767,-32,2.0,,0
1995-10-11,8,718,-34,2.0,,0
1995-10-11,9,700,-34,2.0,,0
1995-10-11,10,658,-36,1.9,,0
1995-10-11,11,610,-40,1.8,,0
1995-10-11,12,585,-39,2.1,,0
1995-10-11,13,555,-46,2.5,,0
1995-10-11,14,500,-49,2.2,,0
1995-10-11,15,476,-51,1.9,,0
1995-10-11,16,452,-52,2.0,,0
1995-10-11,17,430,-53,1.6,,0
1995-10-11,18,400,-57,1.3,,0
1995-10-11,19,376,-60,1.4,,0
1995-10-11,20,326,-75,1.3,,0
1995-10-11,21,318,-75,1.3,,0
1995-10-11,22,308,-74,1.4,,0
1995-10-11,23,300,-76,1.6,,0
1995-10-11,24,275,-80,2.1,,0
1995-10-11,25,250,-83,2.7,,0
1995-10-11,26,230,-84,3.4,,0
1995-10-11,27,210,-86,4.3,,0
1995-10-11,28,200,-88,4.5,,0
1995-10-11,29,180,-90,4.1,,0
1995-10-11,30,173,-90,4.3,,0
1995-10-11,31,160,-90,3.6,,0
1995-10-11,32,150,-90,3.4,,0
1995-10-11,33,141,-90,3.2,,0
1995-10-11,34,126,-90,2.3,,0
1995-10-11,35,120,-90,1.1,,0
1995-10-11,36,100,-90,0.8,,0
1995-10-11,37,90,-90,0.7,,0
1995-10-11,38,73.2,-90,0.4,,0
1995-10-11,39,70,-90,0.4,,0
1995-10-11,40,65,-90,0.4,,0
1995-10-11,41,56.8,-90,0.5,,0
1995-10-11,42,51.5,-90,0.7,,0
1995-10-11,43,50,-90,0.8,,0
1995-10-11,44,45.2,-90,0.9,,0
1995-10-11,45,41.7,-90,1.2,,0
1995-10-11,46,35.5,-90,2.0,,0
1995-10-11,47,31.7,-86,2.4,,0
1995-10-11,48,30,-86,2.8,,0
1995-10-11,49,28,-81,4.0,,0
1995-10-11,50,27,-80,4.0,,0
1995-10-11,51,25.4,-78,4.7,,0
1995-10-11,52,23.2,-79,5.9,,0
1995-10-11,53,22,-78,6.3,,0
1995-10-11,54,21,-76,6.7,,0
1995-10-11,55,20,-74,6.9,,0
1995-10-11,56,18.6,-71,7.0,,0
1995-10-11,57,15.7,-71,6.4,,0
1995-10-11,58,14,-70,6.0,,0
1995-10-11,59,12.1,-70,5.2,,0
1995-10-11,60,10.9,-67,4.4,,0
1995-10-11,61,10,-64,3.9,,0
1995-10-11,62,9.4,-62,3.6,,0
1995-10-11,63,8.5,-60,3.4,,0
1995-10-18,1,972,-11,2.3,,0
1995-10-18,2,94,-12,2.7,,0
1995-10-18,3,900,-15,2.5,,0
1995-10-18,4,870,-16,2.7,,0
1995-10-18,5,820,-20,2.7,,0
1995-10-18,6,775,-23,2.3,,0
1995-10-18,7,740,-26,2.3,,0
1995-10-18,8,700,-26,1.7,,0
1995-10-18,9,620,-31,1.8,,0
1995-10-18,10,570,-35,1.2,,0
1995-10-18,11,530,-41,1.0,,0
1995-10-18,12,510,-43,1.2,,0
1995-10-18,13,500,-43,1.2,,0
1995-10-18,14,490,-41,1.3,,0
1995-10-18,15,445,-46,1.2,,0
1995-10-18,16,415,-49,1.2,,0
1995-10-18,17,390,-52,0.9,,0
1995-10-18,18,363,-58,1.0,,0
1995-10-18,19,350,-61,0.7,,0
1995-10-18,20,300,-72,0.6,,0
1995-10-18,21,280,-76,0.4,,0
1995-10-18,22,260,-82,0.8,,0
1995-10-18,23,240,-86,0.8,,0
1995-10-18,24,225,-85,0.6,,0
1995-10-18,25,200,-90,1.2,,0
1995-10-18,26,180,-90,1.6,,0
1995-10-18,27,175,-90,2.6,,0
1995-10-18,28,150,-90,1.2,,0
1995-10-18,29,135,-90,0.3,,0
1995-10-18,30,100,-90,0.3,,0
1995-10-18,31,97,-90,1.2,,0
1995-10-18,32,93,-90,0.7,,0
1995-10-18,33,79,-90,1.3,,0
1995-10-18,34,72.5,-90,2.8,,0
1995-10-18,35,70,-90,2.3,,0
1995-10-18,36,65,-90,1.5,,0
1995-10-18,37,59,-90,1.9,,0
1995-10-18,38,53.5,-90,1.3,,0
1995-10-18,39,50,-90,3.1,,0
1995-10-18,40,44.5,-77,5.6,,0
1995-10-18,41,41,-72,6.1,,0
1995-10-18,42,38,-68,6.1,,0
1995-10-18,43,34,-66,5.8,,0
1995-10-18,44,30,-62,5.1,,0
1995-10-18,45,26.5,-52,4.4,,0
1995-10-18,46,24.4,-50,4.1,,0
1995-10-18,47,23,-50,3.7,,0
1995-10-18,48,20,-46,3.9,,0
1995-10-20,1,973,-17,1.2,,0
1995-10-20,2,922,-13,2.1,,0
1995-10-20,3,866,-15,1.6,,0
1995-10-20,4,821,-19,1.1,,0
1995-10-20,5,790,-20,1.8,,0
1995-10-20,6,725,-23,1.5,,0
1995-10-20,7,700,-25,1.1,,0
1995-10-20,8,683,-26,0.9,,0
1995-10-20,9,624,-30,1.2,,0
1995-10-20,10,582,-33,1.6,,0
1995-10-20,11,523,-38,1.6,,0
1995-10-20,12,514,-39,0.6,,0
1995-10-20,13,500,-41,0.6,,0
1995-10-20,14,493,-42,1.3,,0
1995-10-20,15,482,-43,0.7,,0
1995-10-20,16,450,-46,1.3,,0
1995-10-20,17,420,-51,0.6,,0
1995-10-20,18,382,-58,1.4,,0
1995-10-20,19,373,-60,1.3,,0
1995-10-20,20,370,-60,1.2,,0
1995-10-20,21,333,-68,0.8,,0
1995-10-20,22,300,-70,0.8,,0
1995-10-20,23,285,-74,0.8,,0
1995-10-20,24,276,-76,1.4,,0
1995-10-20,25,250,-82,1.5,,0
1995-10-20,26,229,-85,1.8,,0
1995-10-20,27,200,-86,3.2,,0
1995-10-20,28,190,-85,4.1,,0
1995-10-20,29,182,-85,3.6,,0
1995-10-20,30,172,-86,4.8,,0
1995-10-20,31,150,-87,3.9,,0
1995-10-20,32,131,-90,3.2,,0
1995-10-20,33,122,-90,3.2,,0
1995-10-20,34,111,-90,3.4,,0
1995-10-20,35,100,-90,4.5,,0
1995-10-20,36,90,-90,4.2,,0
1995-10-20,37,86.1,-90,2.7,,0
1995-10-20,38,78.9,-90,4.3,,0
1995-10-20,39,78.2,-90,4.3,,0
1995-10-20,40,70,-90,5.1,,0
1995-10-20,41,68,-90,4.3,,0
1995-10-20,42,64,-90,5.9,,0
1995-10-20,43,61.1,-90,6.8,,0
1995-10-20,44,57,-90,5.4,,0
1995-10-20,45,53.2,-90,2.5,,0
1995-10-20,46,50,-90,1.5,,0
1995-10-20,47,46,-90,1.3,,0
1995-10-20,48,43.7,-90,1.5,,0
1995-10-20,49,40.4,-90,2.3,,0
1995-10-20,50,38,-90,2.1,,0
1995-10-20,51,35.2,-90,2.0,,0
1995-10-20,52,33.3,-90,2.5,,0
1995-10-20,53,31.9,-90,3.0,,0
1995-10-20,54,30,-88,4.9,,0
1995-10-20,55,27,-82,5.9,,0
1995-10-20,56,24.7,-78,7.6,,0
1995-10-20,57,23,-73,7.5,,0
1995-10-20,58,21.5,-72,7.2,,0
1995-10-20,59,20,-70,6.6,,0
1995-10-20,60,18.1,-68,6.3,,0
1995-10-20,61,17,-67,6.1,,0
1995-10-20,62,16,-66,4.2,,0
1995-10-20,63,15.6,-65,3.9,,0
1995-10-20,64,15,-64,3.1,,0
1995-10-28,1,974,-11,1.2,,0
1995-10-28,2,922,-12,0.8,,0
1995-10-28,3,890,-14,1.1,,0
1995-10-28,4,860,-15,1.2,,0
1995-10-28,5,819,-16,1.1,,0
1995-10-28,6,761,-17,0.9,,0
1995-10-28,7,733,-19,0.6,,0
1995-10-28,8,700,-21,0.9,,0
1995-10-28,9,670,-23,0.6,,0
1995-10-28,10,630,-26,1.0,,0
1995-10-28,11,580,-30,0.5,,0
1995-10-28,12,532,-35,0.8,,0
1995-10-28,13,500,-36,0.8,,0
1995-10-28,14,488,-38,0.8,,0
1995-10-28,15,446,-42,0.4,,0
1995-10-28,16,430,-47,0.2,,0
1995-10-28,17,400,-52,0.3,,0
1995-10-28,18,372,-55,0.2,,0
1995-10-28,19,337,-56,0.2,,0
1995-10-28,20,300,-71,0.1,,0
1995-10-28,21,271,-75,0.2,,0
1995-10-28,22,250,-81,0.1,,0
1995-10-28,23,230,-85,0.2,,0
1995-10-28,24,220,-87,0.6,,0
1995-10-28,25,210,-87,1.1,,0
1995-10-28,26,200,-86,1.9,,0
1995-10-28,27,186,-87,2.4,,0
1995-10-28,28,172,-88,3.1,,0
1995-10-28,29,161,-90,3.1,,0
1995-10-28,30,150,-90,2.7,,0
1995-10-28,31,145,-90,2.1,,0
1995-10-28,32,140,-90,2.9,,0
1995-10-28,33,126,-90,3.3,,0
1995-10-28,34,120,-90,2.8,,0
1995-10-28,35,110,-90,2.9,,0
1995-10-28,36,107,-90,2.6,,0
1995-10-28,37,100,-90,0.9,,0
1995-10-28,38,98,-90,0.7,,0
1995-10-28,39,88,-90,1.0,,0
1995-10-28,40,82.8,-90,2.5,,0
1995-10-28,41,78,-90,4.0,,0
1995-10-28,42,70,-90,3.3,,0
1995-10-28,43,69,-90,3.2,,0
1995-10-28,44,63.9,-85,4.1,,0
1995-10-28,45,53.5,-85,3.2,,0
1995-10-28,46,57.2,-86,2.3,,0
1995-10-28,47,52,-85,1.5,,0
1995-10-28,48,50,-81,2.1,,0
1995-10-28,49,48.8,-79,2.5,,0
1995-10-28,50,45.5,-78,2.4,,0
1995-10-28,51,40,-75,4.1,,0
1995-10-28,52,38.5,-76,5.0,,0
1995-10-28,53,33,-73,5.8,,0
1995-10-28,54,30,-64,5.9,,0
1995-10-28,55,29,-61,6.1,,0
1995-10-28,56,27,-57,6.3,,0
1995-10-28,57,24.5,-54,6.1,,0
1995-11-02,1,966,-10,3.1,,0
1995-11-02,2,920,-15,2.9,,0
1995-11-02,3,875,-18,2.2,,0
1995-11-02,4,790,-25,2.8,,0
1995-11-02,5,710,-28,2.6,,0
1995-11-02,6,700,-28,2.5,,0
1995-11-02,7,610,-32,2.6,,0
1995-11-02,8,525,-41,1.8,,0
1995-11-02,9,500,-44,1.7,,0
1995-11-02,10,475,-47,1.6,,0
1995-11-02,11,410,-56,1.1,,0
1995-11-02,12,360,-65,1.4,,0
1995-11-02,13,342,-68,1.4,,0
1995-11-02,14,315,-73,1.3,,0
1995-11-02,15,305,-75,0.7,,0
1995-11-02,16,300,-75,0.8,,0
1995-11-02,17,293,-80,1.0,,0
1995-11-02,18,280,-79,1.2,,0
1995-11-02,19,250,-81,2.5,,0
1995-11-02,20,240,-81,3.2,,0
1995-11-02,21,227,-82,4.0,,0
1995-11-02,22,215,-82,3.7,,0
1995-11-02,23,200,-84,4.6,,0
1995-11-02,24,177,-85,4.7,,0
1995-11-02,25,170,-85,5.2,,0
1995-11-02,26,155,-85,5.0,,0
1995-11-02,27,150,-86,3.4,,0
1995-11-02,28,145,-87,3.0,,0
1995-11-02,29,134,-88,2.8,,0
1995-11-02,30,125,-87,2.1,,0
1995-11-02,31,100,-87,1.3,,0
1995-11-02,32,93,-87,2.0,,0
1995-11-02,33,75,-86,2.1,,0
1995-11-02,34,70,-85,3.4,,0
1995-11-02,35,65,-84,1.6,,0
1995-11-02,36,62,-82,1.1,,0
1995-11-02,37,61,-81,11.6,,0
1995-11-02,38,56,-79,3.3,,0
1995-11-02,39,50,-76,3.2,,0
1995-11-02,40,46,-73,4.2,,0
1995-11-02,41,42,-70,4.2,,0
1995-11-02,42,37,-66,3.9,,0
1995-11-02,43,35,-65,4.7,,0
1995-11-02,44,34,-64,5.7,,0
1995-11-02,45,32,-64,6.0,,0
1995-11-02,46,30,-62,7.3,,0
1995-11-02,47,25,-58,9.3,,0
1995-11-02,48,21,-54,9.9,,0
1995-11-02,49,20,-51,10.2,,0
1995-11-02,50,15,-48,10.1,,0
1995-11-02,51,11,-47,8.5,,0
1995-11-02,52,10,-46,8.8,,0
1995-11-02,53,9,-44,9.1,,0
1995-11-02,54,8,-44,8.4,,0
1995-11-02,55,7,-41,8.7,,0
1995-11-02,56,6,-39,8.9,,0
1995-11-02,57,5,-37,8.6,,0
1995-11-02,58,3,-37,9.2,,0
1995-11-16,1,967,-8,2.0,,0
1995-11-16,2,900,-13,2.0,,0
1995-11-16,3,820,-20,1.5,,0
1995-11-16,4,750,-24,1.4,,0
1995-11-16,5,700,-28,1.3,,0
1995-11-16,6,690,-28,1.4,,0
1995-11-16,7,650,-32,1.2,,0
1995-11-16,8,550,-38,1.2,,0
1995-11-16,9,500,-43,1.0,,0
1995-11-16,10,460,-46,1.3,,0
1995-11-16,11,435,-49,1.0,,0
1995-11-16,12,387,-55,1.0,,0
1995-11-16,13,350,-58,0.8,,0
1995-11-16,14,320,-60,1.1,,0
1995-11-16,15,310,-62,0.8,,0
1995-11-16,16,300,-63,1.0,,0
1995-11-16,17,270,-71,1.7,,0
1995-11-16,18,255,-73,1.7,,0
1995-11-16,19,230,-76,2.8,,0
1995-11-16,20,220,-74,3.2,,0
1995-11-16,21,200,-75,4.0,,0
1995-11-16,22,190,-76,4.2,,0
1995-11-16,23,170,-78,3.5,,0
1995-11-16,24,150,-81,2.2,,0
1995-11-16,25,125,-81,1.2,,0
1995-11-16,26,115,-81,0.8,,0
1995-11-16,27,110,-81,0.7,,0
1995-11-16,28,100,-80,0.8,,0
1995-11-16,29,87,-79,0.8,,0
1995-11-16,30,82,-79,1.1,,0
1995-11-16,31,77,-78,1.9,,0
1995-11-16,32,73.5,0,1.7,,0
1995-11-16,33,70,-76,2.4,,0
1995-11-16,34,65,-75,1.7,,0
1995-11-16,35,57.5,-71,1.7,,0
1995-11-16,36,50,-66,2.8,,0
1995-11-16,37,46.5,-64,3.1,,0
1995-11-16,38,42.2,-62,2.8,,0
1995-11-16,39,39.4,-58,3.1,,0
1995-11-16,40,35.5,-53,4.9,,0
1995-11-16,41,32.3,0,6.1,,0
1995-11-16,42,30,-48,6.5,,0
1995-11-16,43,28.2,-47,6.9,,0
1995-11-16,44,27,-45,6.9,,0
1995-11-16,45,25.5,-42,7.2,,0
1995-11-16,46,20,-38,6.2,,0
1995-11-16,47,18.5,-36,5.9,,0
1995-11-16,48,17.2,-35,6.2,,0
1995-11-16,49,15,-35,5.9,,0
1995-11-16,50,14,-33,6.0,,0
1995-11-16,51,10,-20,6.1,,0
1995-11-16,52,7,-17,6.3,,0
1995-11-16,53,6,-14,6.6,,0
1995-11-21,1,971,0,2.5,,0
1995-11-21,2,935,0,2.6,,0
1995-11-21,3,905,-9,2.5,,0
1995-11-21,4,900,-9,2.5,,0
1995-11-21,5,885,-12,2.4,,0
1995-11-21,6,700,-23,1.9,,0
1995-11-21,7,603,-31,1.8,,0
1995-11-21,8,560,-36,1.6,,0
1995-11-21,9,528,-39,1.5,,0
1995-11-21,10,500,-42,1.5,,0
1995-11-21,11,430,-46,1.4,,0
1995-11-21,12,420,-53,1.5,,0
1995-11-21,13,390,-57,1.3,,0
1995-11-21,14,350,-62,1.4,,0
1995-11-21,15,300,-67,2.0,,0
1995-11-21,16,280,-68,2.4,,0
1995-11-21,17,270,-68,2.6,,0
1995-11-21,18,269,-70,2.2,,0
1995-11-21,19,260,-70,1.9,,0
1995-11-21,20,200,-75,4.1,,0
1995-11-21,21,183,-75,4.7,,0
1995-11-21,22,162,-76,5.0,,0
1995-11-21,23,160,-77,4.5,,0
1995-11-21,24,150,-79,4.5,,0
1995-11-21,25,140,-79,4.7,,0
1995-11-21,26,122,-80,2.8,,0
1995-11-21,27,110,-80,1.7,,0
1995-11-21,28,100,-80,1.4,,0
1995-11-21,29,90,-79,1.3,,0
1995-11-21,30,85.2,-77,1.1,,0
1995-11-21,31,82,-77,1.4,,0
1995-11-21,32,75,-76,1.8,,0
1995-11-21,33,70,-75,1.6,,0
1995-11-21,34,62,-72,2.4,,0
1995-11-21,35,57,-70,2.5,,0
1995-11-21,36,50.5,-66,4.0,,0
1995-11-21,37,50,-66,4.0,,0
1995-11-21,38,48,-62,3.5,,0
1995-11-21,39,41,-58,4.8,,0
1995-11-21,40,38.2,-55,5.3,,0
1995-11-21,41,36,-53,6.4,,0
1995-11-21,42,31.5,-48,7.8,,0
1995-11-21,43,30,-47,7.9,,0
1995-11-21,44,27.2,-44,8.4,,0
1995-11-21,45,24.7,-42,7.6,,0
1995-11-21,46,21.3,-39,8.4,,0
1995-11-21,47,20,-39,8.2,,0
1995-11-21,48,18.4,-40,7.8,,0
1995-11-21,49,15.3,-32,8.0,,0
1995-11-21,50,13.1,-31,7.9,,0
1995-11-21,51,10.7,-28,8.2,,0
1995-11-21,52,10,-26,8.2,,0
1995-11-21,53,8.2,-26,8.4,,0
1995-11-21,54,5.4,-23,8.8,,0
1995-12-04,1,961,2,1.5,,0
1995-12-04,2,882,-6,1.5,,0
1995-12-04,3,840,-9,1.3,,0
1995-12-04,4,799,-14,1.6,,0
1995-12-04,5,730,-7,1.2,,0
1995-12-04,6,700,-25,1.1,,0
1995-12-04,7,680,-27,1.0,,0
1995-12-04,8,630,-30,1.1,,0
1995-12-04,9,601,-30,1.4,,0
1995-12-04,10,570,-32,1.3,,0
1995-12-04,11,530,-35,0.8,,0
1995-12-04,12,500,-38,1.1,,0
1995-12-04,13,490,-39,1.0,,0
1995-12-04,14,432,-45,0.8,,0
1995-12-04,15,400,-48,0.6,,0
1995-12-04,16,370,-53,0.8,,0
1995-12-04,17,320,-61,0.4,,0
1995-12-04,18,300,-66,0.3,,0
1995-12-04,19,290,-68,0.2,,0
1995-12-04,20,273,-69,0.7,,0
1995-12-04,21,262,-75,0.2,,0
1995-12-04,22,245,-83,0.6,,0
1995-12-04,23,218,-82,1.9,,0
1995-12-04,24,203,-82,2.5,,0
1995-12-04,25,200,-81,3.2,,0
1995-12-04,26,190,-80,4.0,,0
1995-12-04,27,170,-80,4.2,,0
1995-12-04,28,160,-80,3.7,,0
1995-12-04,29,158,-80,3.1,,0
1995-12-04,30,150,-81,2.9,,0
1995-12-04,31,137,-81,2.4,,0
1995-12-04,32,111,-78,0.5,,0
1995-12-04,33,109,-77,1.3,,0
1995-12-04,34,100,-77,1.2,,0
1995-12-04,35,94,-77,0.7,,0
1995-12-04,36,90,-77,0.6,,0
1995-12-04,37,83,-77,1.4,,0
1995-12-04,38,76,-73,1.7,,0
1995-12-04,39,70,-69,1.9,,0
1995-12-04,40,65,-68,1.6,,0
1995-12-04,41,60,-64,3.9,,0
1995-12-04,42,55.2,-62,4.4,,0
1995-12-04,43,51,-61,3.4,,0
1995-12-04,44,50,-59,3.5,,0
1995-12-04,45,48.8,-59,4.1,,0
1995-12-04,46,45,-56,4.6,,0
1995-12-04,47,41,-54,5.5,,0
1995-12-04,48,38.4,-48,7.5,,0
1995-12-04,49,34.2,-46,9.3,,0
1995-12-04,50,30,-42,9.0,,0
1995-12-04,51,29,-43,9.3,,0
1995-12-04,52,26,-41,9.0,,0
1995-12-04,53,23.2,-38,8.5,,0
1995-12-04,54,21,-37,8.0,,0
1995-12-04,55,20,-36,8.4,,0
1995-12-04,56,18,-35,9.2,,0
1995-12-04,57,16.8,-33,9.2,,0
1995-12-04,58,13,-32,10.1,,0
1995-12-04,59,11.4,-30,12.0,,0
1995-12-04,60,10,-29,12.8,,0
1995-12-04,61,7,-30,12.7,,0
1995-12-04,62,5.4,-27,12.4,,0
1995-12-12,1,961,-3,1.6,,0
1995-12-12,2,902,-8,1.6,,0
1995-12-12,3,841,-11,1.6,,0
1995-12-12,4,750,-18,1.5,,0
1995-12-12,5,700,-21,1.3,,0
1995-12-12,6,630,-27,1.0,,0
1995-12-12,7,580,-31,0.9,,0
1995-12-12,8,541,-34,1.2,,0
1995-12-12,9,520,-36,1.0,,0
1995-12-12,10,50,-38,1.3,,0
1995-12-12,11,480,-40,1.1,,0
1995-12-12,12,457,-44,1.4,,0
1995-12-12,13,412,-48,1.1,,0
1995-12-12,14,372,-52,1.4,,0
1995-12-12,15,340,-56,1.0,,0
1995-12-12,16,300,-63,1.4,,0
1995-12-12,17,272,-67,1.8,,0
1995-12-12,18,260,-68,1.6,,0
1995-12-12,19,240,-72,2.6,,0
1995-12-12,20,220,-74,3.6,,0
1995-12-12,21,200,-75,3.8,,0
1995-12-12,22,191,-76,4.4,,0
1995-12-12,23,163,-73,5.0,,0
1995-12-12,24,155,-74,4.5,,0
1995-12-12,25,150,-74,4.6,,0
1995-12-12,26,140,-75,4.0,,0
1995-12-12,27,128,-75,4.2,,0
1995-12-12,28,120,-74,3.9,,0
1995-12-12,29,112,-74,2.6,,0
1995-12-12,30,110,-74,2.7,,0
1995-12-12,31,103,-73,2.1,,0
1995-12-12,32,100,-73,2.0,,0
1995-12-12,33,99,-72,2.8,,0
1995-12-12,34,93,-73,2.2,,0
1995-12-12,35,89.1,-72,2.0,,0
1995-12-12,36,85.7,-72,2.2,,0
1995-12-12,37,79.4,-71,2.0,,0
1995-12-12,38,76,-71,2.0,,0
1995-12-12,39,71.5,-67,4.8,,0
1995-12-12,40,70,-67,4.9,,0
1995-12-12,41,66,-67,5.0,,0
1995-12-12,42,62.1,-65,4.6,,0
1995-12-12,43,59.2,-63,3.5,,0
1995-12-12,44,56.4,-62,3.7,,0
1995-12-12,45,54,-60,5.0,,0
1995-12-12,46,50,-59,5.4,,0
1995-12-12,47,47,-57,6.6,,0
1995-12-12,48,43,-56,6.3,,0
1995-12-12,49,41.5,-55,6.0,,0
1995-12-12,50,39.8,-54,5.9,,0
1995-12-12,51,36.5,-52,6.8,,0
1995-12-12,52,34,-49,8.5,,0
1995-12-12,53,31,-47,9.1,,0
1995-12-12,54,30,-47,9.0,,0
1995-12-12,55,26,-42,9.4,,0
1995-12-12,56,24.2,-41,9.8,,0
1995-12-12,57,22.1,-39,9.8,,0
1995-12-12,58,20,-39,10.7,,0
1995-12-12,59,18.8,-36,11.2,,0
1995-12-12,60,17,-35,12.4,,0
1995-12-12,61,15.5,-34,13.8,,0
1995-12-12,62,14,-32,13.1,,0
1995-12-12,63,13.1,-35,12.5,,0
1995-12-12,64,11.4,-31,10.8,,0
1995-12-12,65,10,-31,10.2,,0
1995-12-12,66,9.5,-30,10.6,,0
1995-12-12,67,8.4,-29,10.4,,0
1995-12-12,68,7,-29,9.7,,0
1995-12-12,69,6.2,-28,8.9,,0
1995-12-12,70,5,-26,8.7,,0
1995-12-26,1,974,-1,2.0,,0
1995-12-26,2,900,-6,1.8,,0
1995-12-26,3,800,-15,1.4,,0
1995-12-26,4,700,-24,1.4,,0
1995-12-26,5,600,-34,1.0,,0
1995-12-26,6,525,-43,1.1,,0
1995-12-26,7,500,-45,2.4,,0
1995-12-26,8,458,-50,1.1,,0
1995-12-26,9,405,-56,1.1,,0
1995-12-26,10,345,-63,1.4,,0
1995-12-26,11,318,-60,3.1,,0
1995-12-26,12,300,-60,4.2,,0
1995-12-26,13,289,-59,5.3,,0
1995-12-26,14,268,-60,5.6,,0
1995-12-26,15,230,-58,5.3,,0
1995-12-26,16,205,-57,7.3,,0
1995-12-26,17,200,-57,1.8,,0
1995-12-26,18,192,-56,4.2,,0
1995-12-26,19,180,-53,3.3,,0
1995-12-26,20,160,-57,3.4,,0
1995-12-26,21,150,-57,3.7,,0
1995-12-26,22,140,-52,4.5,,0
1995-12-26,23,133,-52,5.7,,0
1995-12-26,24,125,-54,4.0,,0
1995-12-26,25,120,-49,3.4,,0
1995-12-26,26,116,-47,4.4,,0
1995-12-26,27,110,-46,6.1,,0
1995-12-26,28,105,-46,9.5,,0
1995-12-26,29,101,-46,10.5,,0
1995-12-26,30,100,-45,10.1,,0
1995-12-26,31,98,-44,11.2,,0
1995-12-26,32,91.5,-44,11.1,,0
1995-12-26,33,88,-43,12.1,,0
1995-12-26,34,81.1,-43,12.8,,0
1995-12-26,35,77,-43,14.2,,0
1995-12-26,36,73.7,-42,14.3,,0
1995-12-26,37,70,-42,15.4,,0
1995-12-26,38,67.7,-42,15.4,,0
1995-12-26,39,63.5,-41,16.3,,0
1995-12-26,40,55.5,-41,16.6,,0
1995-12-26,41,51.5,-41,16.1,,0
1995-12-26,42,50,-41,16.5,,0
1995-12-26,43,49.2,-40,16.8,,0
1995-12-26,44,47.2,-40,15.7,,0
1995-12-26,45,44.2,-40,15.8,,0
1995-12-26,46,41.1,-39,16.3,,0
1995-12-26,47,37,-41,15.6,,0
1995-12-26,48,32.5,-41,13.4,,0
1995-12-26,49,31.1,-41,13.8,,0
1995-12-26,50,30,-41,13.8,,0
1995-12-26,51,28.1,-40,12.9,,0
1995-12-26,52,25,-41,11.3,,0
1995-12-26,53,22,-40,11.2,,0
1995-12-26,54,20,-39,10.4,,0
1995-12-26,55,17,-39,9.2,,0
1995-12-26,56,14,-38,8.2,,0
1995-12-26,57,11,-38,7.4,,0
1995-12-26,58,10,-37,6.4,,0
1995-12-26,59,9.2,-36,6.5,,0
1995-12-26,60,7,-34,5.8,,0
1996-01-05,1,988,-3,3.1,,0
1996-01-05,2,968,-4,3.6,,0
1996-01-05,3,908,-8,3.6,,0
1996-01-05,4,870,-10,3.8,,0
1996-01-05,5,802,-13,3.4,,0
1996-01-05,6,720,-19,3.4,,0
1996-01-05,7,700,-21,3.2,,0
1996-01-05,8,678,-23,3.0,,0
1996-01-05,9,645,-24,2.8,,0
1996-01-05,10,612,-26,3.1,,0
1996-01-05,11,538,-31,2.8,,0
1996-01-05,12,500,-34,3.0,,0
1996-01-05,13,475,-38,3.0,,0
1996-01-05,14,418,-44,2.8,,0
1996-01-05,15,389,-48,2.9,,0
1996-01-05,16,367,-51,3.6,,0
1996-01-05,17,352,-53,3.8,,0
1996-01-05,18,332,-56,3.7,,0
1996-01-05,19,310,-59,3.7,,0
1996-01-05,20,300,-61,4.9,,0
1996-01-05,21,294,-62,5.4,,0
1996-01-05,22,270,-64,6.2,,0
1996-01-05,23,268,-64,6.4,,0
1996-01-05,24,252,-63,7.4,,0
1996-01-05,25,238,-60,8.1,,0
1996-01-05,26,222,-58,8.1,,0
1996-01-05,27,211,-56,7.8,,0
1996-01-05,28,200,-55,7.0,,0
1996-01-05,29,180,-53,7.8,,0
1996-01-05,30,172,-53,7.3,,0
1996-01-05,31,162,-53,8.5,,0
1996-01-05,32,154,-52,9.2,,0
1996-01-05,33,150,-52,9.2,,0
