# Total column ozone and ozone profiles measured at Maitri, Antarctica.
# Station: Maitri (WOUDC station 400, GAW ID MTR), 70.45 S, 11.45 E, 330 m.
# Measured by: India Meteorological Department (IMD).
# Station operated by: National Centre for Polar and Ocean Research (NCPOR).
# Archived by: WMO Global Atmosphere Watch / World Ozone and Ultraviolet
#   Radiation Data Centre (WOUDC), https://woudc.org
# Retrieved from the WOUDC data registry API, https://api.woudc.org
# Free and unrestricted for scientific, educational and policy use, on the
# condition that the contributing agency (IMD) and the WOUDC are credited.
# Republished unmodified by NCPOR as part of the Indian Antarctic archive.
# Balloon-borne ozonesonde profiles. One row per measured level.
# Ozone partial pressure in millipascals; pressure in hectopascals.
flight_date_utc,level_index,pressure_hpa,temperature_c,o3_partial_pressure_mpa,flight_total_o3_du,correction_factor
2005-12-27,21,164,-41.8,6.02,244,0.8759069
2005-12-27,22,150,-41.2,6.15,244,0.8759069
2005-12-27,23,140,-40.3,6.21,244,0.8759069
2005-12-27,24,130,-39.6,6.46,244,0.8759069
2005-12-27,25,120,-38.9,7.52,244,0.8759069
2005-12-27,26,110,-35.1,10.6,244,0.8759069
2005-12-27,27,100,-35.1,10.59,244,0.8759069
2005-12-27,28,95,-35.3,12.85,244,0.8759069
2005-12-27,29,90,-35.8,11.77,244,0.8759069
2005-12-27,30,75,-31.4,16.17,244,0.8759069
2005-12-27,31,70,-30.1,16.71,244,0.8759069
2005-12-27,32,63,-31.3,16.95,244,0.8759069
2005-12-27,33,55,-31.1,15.07,244,0.8759069
2005-12-27,34,50,-30.1,13.91,244,0.8759069
2005-12-27,35,46,-29.1,14.6,244,0.8759069
2005-12-27,36,42,-29.4,14.48,244,0.8759069
2005-12-27,37,40,-29.4,14.06,244,0.8759069
2005-12-27,38,36,-28.7,12.76,244,0.8759069
2005-12-27,39,30,-28.7,10.12,244,0.8759069
2005-12-27,40,26.3,-27.3,8.46,244,0.8759069
2005-12-27,41,25.2,-27,7.91,244,0.8759069
2005-12-27,42,20,-22.9,5.99,244,0.8759069
2005-12-27,43,16.5,-21.5,5.71,244,0.8759069
2007-02-06,1,967.2,-6.2,6.28,290,0.9839975
2007-02-06,2,934,-8.9,6.35,290,0.9839975
2007-02-06,3,915,-10,6.19,290,0.9839975
2007-02-06,4,900,-10.4,5.96,290,0.9839975
2007-02-06,5,868,-11.8,5.39,290,0.9839975
2007-02-06,6,850,-13,5.2,290,0.9839975
2007-02-06,7,800,-15.7,4.88,290,0.9839975
2007-02-06,8,750,-18.7,4.75,290,0.9839975
2007-02-06,9,700,-21.1,4.9,290,0.9839975
2007-02-06,10,650,-24.8,5.12,290,0.9839975
2007-02-06,11,600,-26.2,4.39,290,0.9839975
2007-02-06,12,550,-30.2,6.93,290,0.9839975
2007-02-06,13,500,-34,3.43,290,0.9839975
2007-02-06,14,446,-38.6,3.74,290,0.9839975
2007-02-06,15,400,-42.8,6.34,290,0.9839975
2007-02-06,16,350,-45.7,2.78,290,0.9839975
2007-02-06,17,325,-47.1,2.96,290,0.9839975
2007-02-06,18,300,-49.7,3.46,290,0.9839975
2007-02-06,19,270,-51.5,4.39,290,0.9839975
2007-02-06,20,250,-50,5.09,290,0.9839975
2007-02-06,21,210,-46.8,5.89,290,0.9839975
2007-02-06,22,200,-47.1,5.7,290,0.9839975
2007-02-06,23,180,-44.9,4.93,290,0.9839975
2007-02-06,24,170,-44.1,5.22,290,0.9839975
2007-02-06,25,165,-44.2,5.89,290,0.9839975
2007-02-06,26,155,-43,5.78,290,0.9839975
2007-02-06,27,150,-43,6.05,290,0.9839975
2007-02-06,28,138,-42.8,6.66,290,0.9839975
2007-02-06,29,128,-42.6,7.18,290,0.9839975
2007-02-06,30,110,-41.1,8.09,290,0.9839975
2007-02-06,31,100,-40.8,9.01,290,0.9839975
2007-02-06,32,97.5,-40.8,9.62,290,0.9839975
2007-02-06,33,90.6,-40.5,9.52,290,0.9839975
2007-02-06,34,86.5,-40.5,10.85,290,0.9839975
2007-02-06,35,81,-40.4,10.97,290,0.9839975
2007-02-06,36,79,-40.2,11.71,290,0.9839975
2007-02-06,37,75,-39.4,12.15,290,0.9839975
2007-02-06,38,70,-38.7,11.85,290,0.9839975
2007-02-06,39,64.8,-38.7,12.51,290,0.9839975
2007-02-06,40,59.6,-38.6,13.06,290,0.9839975
2007-02-06,41,57,-38.6,13.02,290,0.9839975
2007-02-06,42,53,-37.6,13.27,290,0.9839975
2007-02-06,43,50,-35.9,13.14,290,0.9839975
2007-02-06,44,49,-35.9,13.3,290,0.9839975
2007-02-06,45,48,-34.5,13.66,290,0.9839975
2007-02-06,46,46,-34.8,13.02,290,0.9839975
2007-02-06,47,42.2,-34.5,10.7,290,0.9839975
2007-02-06,48,40,-34.2,11.03,290,0.9839975
2007-02-06,49,37.4,-34,11.75,290,0.9839975
2007-02-06,50,33,-33.7,10.86,290,0.9839975
2007-02-06,51,30,-33.2,9.46,290,0.9839975
2007-02-06,52,26.3,-32.9,8.29,290,0.9839975
2007-02-06,53,23,-32.5,7.72,290,0.9839975
2007-02-06,54,20,-31.8,6.13,290,0.9839975
2007-02-06,55,15,-29.5,5.4,290,0.9839975
2007-02-06,56,13,-29.2,5.09,290,0.9839975
2007-02-06,57,10,-27.9,4.48,290,0.9839975
2007-02-06,58,9.4,-27.7,4.44,290,0.9839975
2007-02-25,1,970.5,1.5,2.58,281,1.060946
2007-02-25,2,900,-3.4,1.9,281,1.060946
2007-02-25,3,866,-6.6,1.95,281,1.060946
2007-02-25,4,860,-7.7,2.92,281,1.060946
2007-02-25,5,856,-8.3,3.52,281,1.060946
2007-02-25,6,810,-12.4,4.11,281,1.060946
2007-02-25,7,750,-18.2,4.03,281,1.060946
2007-02-25,8,700,-20.9,3.35,281,1.060946
2007-02-25,9,660,-22.8,2.43,281,1.060946
2007-02-25,10,600,-27.5,2.94,281,1.060946
2007-02-25,11,550,-32.4,3.23,281,1.060946
2007-02-25,12,525,-34.3,2.69,281,1.060946
2007-02-25,13,500,-37,2.04,281,1.060946
2007-02-25,14,475,-38.5,1.61,281,1.060946
2007-02-25,15,430,-41.3,1.29,281,1.060946
2007-02-25,16,390,-46.8,1.15,281,1.060946
2007-02-25,17,375,-48.8,1.61,281,1.060946
2007-02-25,18,360,-47.9,2.94,281,1.060946
2007-02-25,19,340,-46.5,4.35,281,1.060946
2007-02-25,20,320,-44.8,5.46,281,1.060946
2007-02-25,21,300,-43,5.59,281,1.060946
2007-02-25,22,270,-41.6,5.6,281,1.060946
2007-02-25,23,250,-40.1,5.15,281,1.060946
2007-02-25,24,238,-40.1,5.01,281,1.060946
2007-02-25,25,232,-40.1,5.3,281,1.060946
2007-02-25,26,215,-40.1,4.98,281,1.060946
2007-02-25,27,205,-40,4.66,281,1.060946
2007-02-25,28,200,-40,5.05,281,1.060946
2007-02-25,29,180,-39.8,5.16,281,1.060946
2007-02-25,30,170,-39.8,5.8,281,1.060946
2007-02-25,31,160,-39.8,6.59,281,1.060946
2007-02-25,32,150,-39.8,6.63,281,1.060946
2007-02-25,33,140,-39.7,7.56,281,1.060946
2007-02-25,34,130,-39.7,8.37,281,1.060946
2007-02-25,35,120,-39.5,9.47,281,1.060946
2007-02-25,36,105,-39.5,10.12,281,1.060946
2007-02-25,37,100,-39.5,11.08,281,1.060946
2007-02-25,38,90,-39.5,12.16,281,1.060946
2007-02-25,39,80,-39.4,12.84,281,1.060946
2007-02-25,40,72.5,-38.7,13.49,281,1.060946
2007-02-25,41,70,-38.7,13.68,281,1.060946
2007-02-25,42,67,-38.5,14.03,281,1.060946
2007-02-25,43,65,-38.5,14.54,281,1.060946
2007-02-25,44,61,-38.3,14.66,281,1.060946
2007-02-25,45,60,-38.1,14.82,281,1.060946
2007-02-25,46,56,-37.7,14.6,281,1.060946
2007-02-25,47,52.5,-37.4,14.07,281,1.060946
2007-02-25,48,50,-37.1,13.99,281,1.060946
2007-02-25,49,46.5,-36.7,12.69,281,1.060946
2007-03-04,1,967.1,-4,0.94,270,1.817004
2007-03-04,2,900,-9.3,1.05,270,1.817004
2007-03-04,3,860,-13.4,0.65,270,1.817004
2007-03-04,4,820,-16.5,0.94,270,1.817004
2007-03-04,5,785,-19.3,0.43,270,1.817004
2007-03-04,6,725,-22.1,0.37,270,1.817004
2007-03-04,7,700,-25,0.37,270,1.817004
2007-03-04,8,630,-28.5,0.4,270,1.817004
2007-03-04,9,570,-31.3,0.45,270,1.817004
2007-03-04,10,542,-32.8,0.76,270,1.817004
2007-03-04,11,520,-34.5,0.42,270,1.817004
2007-03-04,12,500,-36.9,1.38,270,1.817004
2007-03-04,13,430,-42.5,0.87,270,1.817004
2007-03-04,14,405,-45.3,0.42,270,1.817004
2007-03-04,15,390,-47.3,0.93,270,1.817004
2007-03-04,16,378,-50.2,0.37,270,1.817004
2007-03-04,17,350,-55.3,1.07,270,1.817004
2007-03-04,18,325,-52.6,2.35,270,1.817004
2007-03-04,19,300,-51,2.41,270,1.817004
2007-03-04,20,250,-46.3,2.68,270,1.817004
2007-03-04,21,200,-45.3,2.89,270,1.817004
2007-03-04,22,175,-45.3,3.15,270,1.817004
2007-03-04,23,170,-45.3,3.48,270,1.817004
2007-03-04,24,150,-45.3,3.51,270,1.817004
2007-03-04,25,130,-45.3,4.03,270,1.817004
2007-03-04,26,120,-45.3,4.8,270,1.817004
2007-03-04,27,110,-45.3,5.62,270,1.817004
2007-03-04,28,100,-45.3,7.02,270,1.817004
2007-03-04,29,90,-45.3,8.19,270,1.817004
2007-03-04,30,86,-45.3,8.96,270,1.817004
2007-03-04,31,78,-45.3,8.19,270,1.817004
2007-03-04,32,70,-45.3,7.7,270,1.817004
2007-03-04,33,62,-45.3,7.14,270,1.817004
2007-03-04,34,57,-45.2,6.62,270,1.817004
2007-03-04,35,50,-45.2,6.57,270,1.817004
2007-03-04,36,43,-45.1,6.43,270,1.817004
2007-03-04,37,38.5,-45.1,5.77,270,1.817004
2007-03-04,38,35,-44.9,4.76,270,1.817004
2007-03-04,39,30,-43.8,4.15,270,1.817004
2007-03-04,40,27,-42.5,4.13,270,1.817004
2007-03-04,41,25,-41.2,4.15,270,1.817004
2007-03-04,42,20,-39.8,4.09,270,1.817004
2007-03-04,43,18,-38.5,3.83,270,1.817004
2007-03-23,1,977.8,-12.2,1.34,276,1.461081
2007-03-23,2,900,-19.3,1.37,276,1.461081
2007-03-23,3,872,-16.6,1.25,276,1.461081
2007-03-23,4,800,-16.9,1.14,276,1.461081
2007-03-23,5,700,-21.8,1.2,276,1.461081
2007-03-23,6,663,-23.8,1.11,276,1.461081
2007-03-23,7,564,-32.2,1.11,276,1.461081
2007-03-23,8,530,-36.2,0.84,276,1.461081
2007-03-23,9,500,-39.7,0.9,276,1.461081
2007-03-23,10,436,-46.6,0.45,276,1.461081
2007-03-23,11,400,-52.3,0.79,276,1.461081
2007-03-23,12,380,-54.1,0.58,276,1.461081
2007-03-23,13,353,-58.1,1.23,276,1.461081
2007-03-23,14,300,-53.7,3.42,276,1.461081
2007-03-23,15,250,-50.3,3.75,276,1.461081
2007-03-23,16,200,-50,4.11,276,1.461081
2007-03-23,17,190,-49.4,3.59,276,1.461081
2007-03-23,18,177,-48.9,2.76,276,1.461081
2007-03-23,19,160,-48.9,3.43,276,1.461081
2007-03-23,20,150,-48.9,4.6,276,1.461081
2007-03-23,21,130,-48.9,5.63,276,1.461081
2007-03-23,22,120,-48.9,6.2,276,1.461081
2007-03-23,23,110,-48.8,6.86,276,1.461081
2007-03-23,24,100,-48.8,7.58,276,1.461081
2007-03-23,25,90.5,-48.8,8.14,276,1.461081
2007-03-23,26,78.4,-48.8,9.69,276,1.461081
2007-03-23,27,72,-48.8,9.92,276,1.461081
2007-03-23,28,70,-48.8,10.37,276,1.461081
2007-03-23,29,67.5,-48.8,10.77,276,1.461081
2007-03-23,30,64.8,-48.8,11.02,276,1.461081
2007-03-23,31,60,-48.7,10.28,276,1.461081
2007-03-23,32,54,-48.5,9.54,276,1.461081
2007-03-23,33,44.5,-48.4,8.34,276,1.461081
2007-03-23,34,40.5,-48.2,7.33,276,1.461081
2007-03-23,35,38,-48.1,6.46,276,1.461081
2007-03-23,36,37,-48.2,5.9,276,1.461081
2007-03-23,37,34.5,-48.2,5.79,276,1.461081
2007-03-23,38,31.4,-47.9,5.34,276,1.461081
2007-03-23,39,30,-48.8,4.69,276,1.461081
2007-03-23,40,25,-47.4,4.71,276,1.461081
2007-03-23,41,20,-46.4,4.63,276,1.461081
2007-03-23,42,14.3,-44.8,4.28,276,1.461081
2007-04-01,1,984.3,-9.9,1.84,250,1.329199
2007-04-01,2,917,-14,1.59,250,1.329199
2007-04-01,3,898,-13.9,1.59,250,1.329199
2007-04-01,4,815,-19.5,1.58,250,1.329199
2007-04-01,5,800,-18.1,1.49,250,1.329199
2007-04-01,6,730,-17.2,1.49,250,1.329199
2007-04-01,7,700,-19.2,1.49,250,1.329199
2007-04-01,8,594,-29.3,1.39,250,1.329199
2007-04-01,9,574,-30,1.39,250,1.329199
2007-04-01,10,550,-30,1.39,250,1.329199
2007-04-01,11,500,-35.7,1.42,250,1.329199
2007-04-01,12,454,-39.1,1.88,250,1.329199
2007-04-01,13,413,-44,1.42,250,1.329199
2007-04-01,14,361,-49.4,1.53,250,1.329199
2007-04-01,15,340,-51.7,1.19,250,1.329199
2007-04-01,16,325,-53.2,1.25,250,1.329199
2007-04-01,17,300,-57.4,0.98,250,1.329199
2007-04-01,18,264,-55.6,3.38,250,1.329199
2007-04-01,19,242,-52.7,3.1,250,1.329199
2007-04-01,20,214,-51,4.07,250,1.329199
2007-04-01,21,200,-49.4,3.64,250,1.329199
2007-04-01,22,178,-49.6,2.78,250,1.329199
2007-04-01,23,164,-49.6,4.54,250,1.329199
2007-04-01,24,150,-49.7,5.6,250,1.329199
2007-04-01,25,134,-50,4.97,250,1.329199
2007-04-01,26,125,-50,6.07,250,1.329199
2007-04-01,27,120,-50,7.21,250,1.329199
2007-04-01,28,110,-48.8,8.05,250,1.329199
2007-04-01,29,108,-50,7.9,250,1.329199
2007-04-01,30,105,-50,6.73,250,1.329199
2007-04-01,31,100,-50.7,7.39,250,1.329199
2007-04-01,32,93.4,-50.8,7.85,250,1.329199
2007-04-01,33,84,-51.7,7.94,250,1.329199
2007-04-01,34,80,-51.3,8.15,250,1.329199
2007-04-01,35,76.6,-51.4,8.18,250,1.329199
2007-04-01,36,70,-51.9,8.47,250,1.329199
2007-04-01,37,66.3,-52,8.53,250,1.329199
2007-04-01,38,60.3,-52.2,9.55,250,1.329199
2007-04-01,39,50,-55,8.82,250,1.329199
2007-04-01,40,45,-56.2,8.69,250,1.329199
2007-04-01,41,39.2,-55.3,8.66,250,1.329199
2007-04-01,42,35,-55.1,8.57,250,1.329199
2007-04-01,43,31.8,-57.1,8.49,250,1.329199
2007-04-01,44,30,-56.8,8.16,250,1.329199
2007-04-01,45,25.7,-57.8,7.08,250,1.329199
2007-04-01,46,20,-56.2,5.41,250,1.329199
2007-04-01,47,18.7,-56.2,4.36,250,1.329199
2007-04-01,48,15.9,-55,3.44,250,1.329199
2007-04-01,49,14.8,-54.4,3.46,250,1.329199
2007-04-01,50,14,-53.5,3.12,250,1.329199
2007-04-01,51,12.4,-49,2.47,250,1.329199
2007-04-11,1,980,-7.9,1.58,281,1.084102
2007-04-11,2,944,-8.2,1.28,281,1.084102
2007-04-11,3,900,-9.3,2.17,281,1.084102
2007-04-11,4,884,-9.6,1.49,281,1.084102
2007-04-11,5,809,-10.6,1.19,281,1.084102
2007-04-11,6,764,-10.9,1.11,281,1.084102
2007-04-11,7,700,-13,0.94,281,1.084102
2007-04-11,8,635,-15.1,0.85,281,1.084102
2007-04-11,9,604,-19,1.23,281,1.084102
2007-04-11,10,500,-33.3,0.93,281,1.084102
2007-04-11,11,454,-40.6,0.59,281,1.084102
2007-04-11,12,396,-48,1.26,281,1.084102
2007-04-11,13,383,-49.7,1.05,281,1.084102
2007-04-11,14,370,-51,1.18,281,1.084102
2007-04-11,15,339,-55.3,0.76,281,1.084102
2007-04-11,16,328,-57.3,1.26,281,1.084102
2007-04-11,17,300,-60.9,0.75,281,1.084102
2007-04-11,18,285,-61.5,2.13,281,1.084102
2007-04-11,19,280,-61.9,0.79,281,1.084102
2007-04-11,20,270,-60.7,3.22,281,1.084102
2007-04-11,21,250,-59.6,3.34,281,1.084102
2007-04-11,22,242,-57.8,4.13,281,1.084102
2007-04-11,23,211,-54.1,6.12,281,1.084102
2007-04-11,24,200,-54,6.29,281,1.084102
2007-04-11,25,186,-54.3,5.02,281,1.084102
2007-04-11,26,170,-54.6,6.69,281,1.084102
2007-04-11,27,165,-54.7,5.73,281,1.084102
2007-04-11,28,150,-54.7,8.66,281,1.084102
2007-04-11,29,129,-54.1,12.44,281,1.084102
2007-04-11,30,123,-53.8,12.85,281,1.084102
2007-04-11,31,117,-54.1,13.87,281,1.084102
2007-04-11,32,110,-54,16.78,281,1.084102
2007-04-11,33,100,-54.1,18.01,281,1.084102
2007-04-11,34,94,-54.4,18.64,281,1.084102
2007-04-11,35,89,-54.6,18.8,281,1.084102
2007-04-11,36,86.4,-54.7,18.59,281,1.084102
2007-04-11,37,81.2,-54.6,19.21,281,1.084102
2007-04-11,38,80,-54.3,17.14,281,1.084102
2007-04-11,39,78.4,-54.3,16.32,281,1.084102
2007-04-11,40,76.3,-55,16.41,281,1.084102
2007-04-11,41,74,-55.8,17.16,281,1.084102
2007-04-11,42,70,-56.1,17.04,281,1.084102
2007-04-11,43,61,-56.4,15.55,281,1.084102
2007-04-11,44,56.5,-57.3,14.75,281,1.084102
2007-04-11,45,50,-58,12.47,281,1.084102
2007-04-11,46,48.5,-58.1,11.02,281,1.084102
2007-08-20,1,971.7,-16.1,2.69,219,1.355277
2007-08-20,2,900,-19.1,2.66,219,1.355277
2007-08-20,3,850,-22.2,2.6,219,1.355277
2007-08-20,4,800,-24.5,2.6,219,1.355277
2007-08-20,5,746,-27,2.57,219,1.355277
2007-08-20,6,732,-25.6,2.54,219,1.355277
2007-08-20,7,700,-26.7,2.46,219,1.355277
2007-08-20,8,650,-29.7,2.2,219,1.355277
2007-08-20,9,570,-38.6,2.2,219,1.355277
2007-08-20,10,500,-46.1,1.97,219,1.355277
2007-08-20,11,430,-54,1.78,219,1.355277
2007-08-20,12,365,-61.2,1.49,219,1.355277
2007-08-20,13,334,-64.2,1.13,219,1.355277
2007-08-20,14,300,-69.1,1.65,219,1.355277
2007-08-20,15,280,-71.7,1.62,219,1.355277
2007-08-20,16,250,-72.8,3.51,219,1.355277
2007-08-20,17,240,-73,4.39,219,1.355277
2007-08-20,18,215,-76,4.68,219,1.355277
2007-08-20,19,200,-76.2,5.99,219,1.355277
2007-08-20,20,177,-77.6,6.41,219,1.355277
2007-08-20,21,150,-80.2,7.96,219,1.355277
2007-08-20,22,130,-81.6,9.17,219,1.355277
2007-08-20,23,115,-83,11.49,219,1.355277
2007-08-20,24,107,-83.3,13.05,219,1.355277
2007-08-20,25,100,-83.3,12.97,219,1.355277
2007-08-20,26,90,-83.9,12.76,219,1.355277
2007-08-20,27,80,-84.5,11.43,219,1.355277
2007-08-20,28,70,-85.4,9.13,219,1.355277
2007-08-20,29,66.3,-87,8.37,219,1.355277
2007-08-20,30,64,-86.4,7.64,219,1.355277
2007-08-20,31,57,-85.7,6.02,219,1.355277
2007-08-20,32,50,-84.5,5.61,219,1.355277
2007-08-20,33,40,-83.3,4.51,219,1.355277
2007-08-20,34,38,-83,2.57,219,1.355277
2007-08-20,35,34.1,-83.9,2.41,219,1.355277
2007-09-07,1,973,-16,3.1,166,0.9655857
2007-09-07,2,900,-19.7,3.66,166,0.9655857
2007-09-07,3,885,-22.4,3.58,166,0.9655857
2007-09-07,4,850,-23.5,3.38,166,0.9655857
2007-09-07,5,833,-24.7,3.33,166,0.9655857
2007-09-07,6,800,-25,3.25,166,0.9655857
2007-09-07,7,700,-25.7,2.77,166,0.9655857
2007-09-07,8,650,-27.6,2.56,166,0.9655857
2007-09-07,9,580,-34,2,166,0.9655857
2007-09-07,10,500,-40.1,2.27,166,0.9655857
2007-09-07,11,400,-51.3,1.43,166,0.9655857
2007-09-07,12,340,-59.4,1.78,166,0.9655857
2007-09-07,13,300,-66.5,1.58,166,0.9655857
2007-09-07,14,250,-72.9,2.91,166,0.9655857
2007-09-07,15,200,-77.4,4.67,166,0.9655857
2007-09-07,16,155,-78.4,7.37,166,0.9655857
2007-09-07,17,150,-79.6,7.2,166,0.9655857
2007-09-07,18,132,-81.8,5.61,166,0.9655857
2007-09-07,19,122,-83.1,7.86,166,0.9655857
2007-09-07,20,120,-83.7,6.46,166,0.9655857
2007-09-07,21,110,-84.3,7.55,166,0.9655857
2007-09-07,22,105,-84.6,7.08,166,0.9655857
2007-09-07,23,100,-84.3,8.13,166,0.9655857
2007-09-07,24,96.5,-84,9.65,166,0.9655857
2007-09-07,25,93,-84,7.66,166,0.9655857
2007-09-07,26,91,-84.3,7.46,166,0.9655857
2007-09-07,27,86.5,-84.9,5.04,166,0.9655857
2007-09-07,28,80,-85.2,3.94,166,0.9655857
2007-09-07,29,72,-86.1,3.17,166,0.9655857
2007-09-07,30,70,-85.8,3.25,166,0.9655857
2007-09-07,31,65,-85.2,3.8,166,0.9655857
2007-09-07,32,56,-84.3,5.66,166,0.9655857
2007-09-07,33,54.4,-84,7.68,166,0.9655857
2007-09-07,34,50,-83.1,5.49,166,0.9655857
2007-09-07,35,48,-83.4,4.07,166,0.9655857
2007-09-07,36,46.8,-83.1,3.84,166,0.9655857
2007-09-07,37,44,-81.5,4.32,166,0.9655857
2007-09-07,38,40,-80.9,5.4,166,0.9655857
2007-09-07,39,34,-72.5,7.56,166,0.9655857
2007-09-07,40,31.7,-69.5,7.16,166,0.9655857
2007-09-17,1,983.3,-17.1,1.68,152,1.536516
2007-09-17,2,965,-18.7,2.52,152,1.536516
2007-09-17,3,900,-24.7,2.16,152,1.536516
2007-09-17,4,858,-27.7,2.19,152,1.536516
2007-09-17,5,800,-27.4,2.09,152,1.536516
2007-09-17,6,780,-27.2,2.09,152,1.536516
2007-09-17,7,716,-30.7,1.85,152,1.536516
2007-09-17,8,700,-30.2,1.79,152,1.536516
2007-09-17,9,650,-32.5,1.52,152,1.536516
2007-09-17,10,600,-37.8,1.49,152,1.536516
2007-09-17,11,550,-42.7,1.4,152,1.536516
2007-09-17,12,500,-47.4,1.52,152,1.536516
2007-09-17,13,450,-52.8,1.16,152,1.536516
2007-09-17,14,400,-58.7,1.1,152,1.536516
2007-09-17,15,354,-63.3,1,152,1.536516
2007-09-17,16,300,-68.6,1.21,152,1.536516
2007-09-17,17,250,-72.6,2.29,152,1.536516
2007-09-17,18,200,-75.7,3.37,152,1.536516
2007-09-17,19,188,-76.2,3.73,152,1.536516
2007-09-17,20,178,-77.7,3.2,152,1.536516
2007-09-17,21,150,-78.2,4.04,152,1.536516
2007-09-17,22,138,-80.3,3.35,152,1.536516
2007-09-17,23,125,-80.6,3.4,152,1.536516
2007-09-17,24,115,-81.1,2.6,152,1.536516
2007-09-17,25,104,-82,2.45,152,1.536516
2007-09-17,26,100,-82.6,2.83,152,1.536516
2007-09-17,27,90,-82.9,3.73,152,1.536516
2007-09-17,28,87,-83.2,3.35,152,1.536516
2007-09-17,29,84,-83.5,2.65,152,1.536516
2007-09-17,30,80,-83.8,3.06,152,1.536516
2007-09-17,31,75.3,-84.1,4.08,152,1.536516
2007-09-17,32,74,-83.5,3.2,152,1.536516
2007-09-17,33,70,-82.9,4.66,152,1.536516
2007-09-17,34,67.3,-82.3,5.57,152,1.536516
2007-09-17,35,63.5,-81.1,4.82,152,1.536516
2007-09-17,36,62.6,-80.6,5.08,152,1.536516
2007-09-17,37,61.3,-80.3,4.73,152,1.536516
2007-09-17,38,60,-79.8,4.97,152,1.536516
2007-09-17,39,55,-80.3,3.58,152,1.536516
2007-09-17,40,53.5,-78.2,3.23,152,1.536516
2007-09-17,41,50,-74.3,4.32,152,1.536516
2007-09-17,42,44.4,-66.3,5.34,152,1.536516
2007-09-17,43,42,-63.9,4.14,152,1.536516
2007-09-17,44,40,-61.7,2.13,152,1.536516
2007-09-17,45,35,-55.9,2.04,152,1.536516
2007-09-17,46,30,-50.6,1.96,152,1.536516
2007-09-17,47,25,-43.3,2.05,152,1.536516
2007-09-17,48,20,-36.7,2.13,152,1.536516
2007-09-17,49,17.8,-34.8,2.22,152,1.536516
2007-10-01,1,975,-18.8,1.75,139,1.290475
2007-10-01,2,900,-26.7,1.85,139,1.290475
2007-10-01,3,800,-30.9,1.69,139,1.290475
2007-10-01,4,784,-31.6,1.72,139,1.290475
2007-10-01,5,743,-30.2,1.68,139,1.290475
2007-10-01,6,700,-31.1,1.75,139,1.290475
2007-10-01,7,600,-33.2,1.52,139,1.290475
2007-10-01,8,500,-42,1.26,139,1.290475
2007-10-01,9,424,-51.3,1.01,139,1.290475
2007-10-01,10,370,-58.5,1.19,139,1.290475
2007-10-01,11,300,-66,0.97,139,1.290475
2007-10-01,12,265,-70.7,1.03,139,1.290475
2007-10-01,13,250,-70.1,2.21,139,1.290475
2007-10-01,14,200,-74.5,3.83,139,1.290475
2007-10-01,15,150,-76.1,4.29,139,1.290475
2007-10-01,16,140,-76.3,4.14,139,1.290475
2007-10-01,17,123,-76.8,1.69,139,1.290475
2007-10-01,18,104,-78,2.39,139,1.290475
2007-10-01,19,100,-78.3,1.9,139,1.290475
2007-10-01,20,90,-78,0.87,139,1.290475
2007-10-01,21,75,-77.5,0.22,139,1.290475
2007-10-01,22,70,-77.3,0.81,139,1.290475
2007-10-01,23,66,-76.8,1.18,139,1.290475
2007-10-01,24,61.5,-76.1,0.87,139,1.290475
2007-10-01,25,55,-73.6,1.93,139,1.290475
2007-10-01,26,52,-72.5,1.81,139,1.290475
2007-10-01,27,50,-71.9,3.06,139,1.290475
2007-10-01,28,48.3,-69.9,2.6,139,1.290475
2007-10-01,29,45,-64.8,4.14,139,1.290475
2007-10-01,30,40,-56.9,6.83,139,1.290475
2007-10-01,31,38,-54.1,7.43,139,1.290475
2007-10-01,32,35,-50.1,6.74,139,1.290475
2007-10-01,33,30.8,-44.5,5.49,139,1.290475
2007-11-16,1,977,-1.1,2.7,201,1.383357
2007-11-16,2,900,-9.2,2.63,201,1.383357
2007-11-16,3,860,-11.6,2.63,201,1.383357
2007-11-16,4,800,-13.4,2.3,201,1.383357
2007-11-16,5,750,-16.1,2.1,201,1.383357
2007-11-16,6,740,-16.7,2.04,201,1.383357
2007-11-16,7,700,-19,2.23,201,1.383357
2007-11-16,8,660,-21.1,2.3,201,1.383357
2007-11-16,9,620,-23.9,2.46,201,1.383357
2007-11-16,10,550,-28,2.16,201,1.383357
2007-11-16,11,500,-33.1,1.93,201,1.383357
2007-11-16,12,450,-39.2,1.86,201,1.383357
2007-11-16,13,400,-48,1.53,201,1.383357
2007-11-16,14,363,-54.8,1.36,201,1.383357
2007-11-16,15,300,-62.8,1.55,201,1.383357
2007-11-16,16,250,-66.3,1.9,201,1.383357
2007-11-16,17,235,-67.8,2.42,201,1.383357
2007-11-16,18,220,-68.6,4.06,201,1.383357
2007-11-16,19,215,-67.4,4.7,201,1.383357
2007-11-16,20,200,-67,4.92,201,1.383357
2007-11-16,21,165,-66.7,4.65,201,1.383357
2007-11-16,22,150,-65.2,3.65,201,1.383357
2007-11-16,23,138,-65.5,3.23,201,1.383357
2007-11-16,24,120,-65.2,3.87,201,1.383357
2007-11-16,25,110,-64.6,5.48,201,1.383357
2007-11-16,26,105,-64.6,4.25,201,1.383357
2007-11-16,27,100,-64.4,3.74,201,1.383357
2007-11-16,28,92,-64.1,6.01,201,1.383357
2007-11-16,29,90,-63.5,6.68,201,1.383357
